applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,description,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType
64 applicants,EXTERNAL,https://www.aldicareers.com.au/job/business-data-analyst-in-minchinbury-jid-3920?_atxsrc=Linkedin&utm_source=Linkedin,,1106563,ALDI Stores Australia,https://au.linkedin.com/company/aldi-stores-australia?trk=public_jobs_topcard-org-name,Full-time,"About Us

With roots dating back to 1913, ALDI is proud to make a real difference to people across the world by offering top quality products for low prices. ALDI first entered the Australian grocery market in 2001 and has since grown to have almost 600 stores and 8 distribution centres.

If you’ve ever shopped at ALDI you know we are not your average supermarket. We’re also not your average employer. ALDI is a place where you’ll find good people, good purpose and great opportunities. So, you can work with a great team, feel great for making a real difference for everyday Australians and enjoy a rewarding career.

It’s that simple. ALDI Good Different.

About The Role

An exciting opportunity in the Use Cases team has become available within our National Data and Analytics (NDA) department of ALDI stores, based in Minchinbury. This is a permanent full-time position.

As a Business Data Analyst specialising in data modelling, you will be involved in the development of national use cases and their associated impact measurement. You will leverage data analysis for actionable insights, strategic recommendations, and proficiently conduct A/B tests to optimise product or service implementations.

What does the role look like?


 * Contribute to predictive models and conduct comprehensive data analysis to uncover patterns, trends, using statistical techniques to inform strategic decision-making
 * Collaborate with stakeholders to identify data analytics use cases that align with organisational goals and strategic priorities
 * Develop detailed use case documentation, including objectives, scope, success criteria, and implementation roadmap
 * Work closely with data scientists and engineers to translate use case requirements into technical specifications and data models
 * Provide expert guidance and advisory to internal teams and business stakeholders on data analytics strategies and initiatives
 * Design and execute A/B tests, assess the impact of change to products, and use statistical techniques to analyse results to identify significant insights and assist in decision making
   
   
   

And the best part? Every single day at ALDI, you'll know you're making a difference, supporting our mission to help everyday Australians live richer lives for less.

What do we need from you

What do we need from you?


 * Excellent data analysis, modelling and engineering skills
 * Strong communication and interpersonal skills
 * Documentation management experience comprising requirement elicitation and management, process modelling
 * Microsoft Suite including Advanced Excel (Inc. VBA & Power Query)
 * Bachelor’s Degree in a relevant field
 * Python coding experience
 * A/B testing experience is desirable
   
   
   

What's in it for you?


 * Enjoy 5 weeks annual leave for pursuing your passions outside of work
 * Enjoy the flexibility of hybrid work options
 * Support during life’s most important moments including paid parental leave, including superannuation on parental leave
 * Complimentary access to free physiotherapy to treat non-work related aches, pains or niggles
 * Work with a company who has been recognised as an Employer of Choice every year since 2018 - 2023
 * Access to wellness programs such as discounted gym memberships, discounted health insurance and much more!
 * Be an NDA subject matter expert, influencing key business decisions
   
   
   

Remuneration


 * Transparent tiered salary range of $134, 500 - $153, 400 including Superannuation
   
   
   

Ready to embark on a good different career? To learn more about what it is like to work at ALDI visit our careers website www.aldicareers.com.au",Mid-Senior level,4094662590,https://au.linkedin.com/jobs/view/business-data-analyst-at-aldi-stores-australia-4094662590?trk=public_jobs_topcard-title,"Minchinbury, New South Wales, Australia",1 day ago,,,2024-12-09,,Retail,Business Data Analyst,Information Technology
118 applicants,EASY_APPLY,https://au.linkedin.com/jobs/view/data-analyst-processing-at-aspire-software-4090804167?trk=public_jobs_topcard-title,,52129049,Aspire Software,https://ca.linkedin.com/company/aspire-software?trk=public_jobs_topcard-org-name,Full-time,"Job Title: Data Analyst / Processing

Company: Forms Express, part of Valsoft Corporation

Location: Geelong, Victoria, Australia (office based)

Type: Full-time


Forms Express are looking for an experienced Data Analyst to join our growing team!


About Forms Express:

Forms Express, part of Valsoft Corporation revolutionizes the way payment solutions are delivered. Our innovative and flexible payment options are tailored to meet the unique needs of local government billing.



The Role:

As a Payments and Billing System Specialist, you will play a crucial role in ensuring the smooth processing and billing operations for our diverse customer base.


KEY RESPONSIBILITIES

Data Analysis and Processing:

 * Handle data processing tasks with a focus on accuracy and attention to detail
 * Work closely with customer data, ensuring its cleanliness and accuracy.
 * Map data to document templates and generate document output files for various distribution channels

Customer Interaction:

 * ·Provide exceptional customer support by responding to inquiries and meeting customer deadlines.
 * Collaborate with customers to understand their specific needs and ensure satisfaction
 * Deliver proofs to customers for validation before final document production

Problem Solving:

 * Methodically resolve data issues and contribute to broader problem-solving efforts
 * Demonstrate persistence in addressing challenges to ensure the integrity of the billing and payment processes

Communication Skills:

 * Possess excellent communication skills to liaise effectively with both internal teams and external customers.
 * Collaborate with team members and work independently when necessary

Technical Skills:

 * Utilize strong database knowledge, including familiarity with SQL Server, TSQL, and PowerBI.
 * Develop basic web design skills, including JavaScript, HTML, and CSS
 * Understand basic IT infrastructure to navigate and troubleshoot related issues

Time Management:

 * Exhibit strong time management skills to meet deadlines and handle multiple tasks efficiently
   

About You:

 * Previous experience in a similar role is preferred with a Bachelor's Degree or equivalent
 * Strong knowledge of SQL queries is essential
 * Willingness to learn and progress to more complex tasks, including basic programming coding
 * Ability to adapt to the dynamic nature of a growing company
 * Can commute to the Geelong office

 

Why Forms Express?

 * Innovative Solutions: Be part of a company that is at the forefront of flexible payment solutions, with a unique offering that sets us apart
 * Career Growth: Opportunities for advancement and professional development as we grow our market presence
 * Dynamic Environment: A fast-paced, supportive, and collaborative workplace where your contributions are valued
 * Competitive Compensation: Attractive salary with performance-based incentives
   
   
   
   

For more information about Forms Express, please visit our website at: https://www.formsexpress.com.au/

We thank all applicants for their interest; however, only those candidates selected for an interview will be contacted.",Entry level,4090804167,https://au.linkedin.com/jobs/view/data-analyst-processing-at-aspire-software-4090804167?trk=public_jobs_topcard-title,"Geelong, Victoria, Australia",1 day ago,,,2024-12-09,,Non-profit Organizations and Primary and Secondary Education,Data Analyst / Processing,Information Technology
72 applicants,EASY_APPLY,https://au.linkedin.com/jobs/view/data-analytics-internship-at-refonte-learning-4094908397?trk=public_jobs_topcard-title,,102635657,Refonte Learning,https://www.linkedin.com/company/refonte-learning?trk=public_jobs_topcard-org-name,Internship,"Data Analytics Intern (Remote – Australia)

Company: Refonte (Refonte AI)




Are you passionate about data and eager to turn raw information into actionable insights? Refonte AI, a global leader in IT and Ed-tech solutions, is seeking enthusiastic individuals for our Data Analytics Internship Program. This unique program offers hands-on experience and valuable training in data analytics, helping you gain the skills needed to thrive in today’s data-driven world.




 Learn More: https://refontelearning.com/




About Refonte AI

Refonte AI is known for innovation and excellence, providing world-class services in digital marketing, data science, business analytics, cybersecurity, web development, and more. Our teams are driven by a commitment to empower talents worldwide and are ready to offer interns an exceptional experience working on real-world projects that impact businesses globally.




Why Join Us?

This internship goes beyond theoretical knowledge. At Refonte AI, you’ll work with diverse datasets, uncover insights, and contribute to impactful projects. Through our RIGTIP (Refonte Global Training & Internship Program), you’ll enjoy a flexible, remote work environment, collaborating with an international team from Oceania, Asia, Europe, and the Americas.




Key Roles & Responsibilities

As a Data Analytics Intern, you’ll dive deep into real-world data projects, gaining experience in:

 * Collecting, processing, and analyzing data using tools like Excel, SQL, Python, and R.
 * Developing dashboards and visualizations with Power BI, Tableau, or other data visualization platforms.
 * Conducting exploratory data analysis (EDA) to identify patterns, trends, and correlations.
 * Creating data reports and presentations that effectively communicate findings to stakeholders.
 * Assisting in building predictive models and leveraging machine learning techniques.
 * Working with cross-functional teams to gather data requirements and support decision-making processes.
 * Understanding data integrity and security best practices to ensure data quality.




What You’ll Gain

 * Practical Data Skills: Hands-on training with popular data analysis tools and methods.
 * Real-World Impact: Engage in projects that offer insights to solve real business problems.
 * Networking Opportunities: Work with data professionals across various regions.
 * Mentorship: Guidance from experienced data scientists and analysts to help you grow.




Qualifications

 * Currently pursuing a degree in data science, statistics, mathematics, computer science, or a related field.
 * Familiarity with data analysis tools like Excel, SQL, Python, or R is a plus.
 * Excellent analytical and problem-solving skills.
 * Strong written and verbal communication skills for effective teamwork and reporting.




Additional Details

This is an unpaid internship as part of our Data Analytics Training & Internship Program under RGTIP. Once you apply, our team will contact you with further application details and next steps.




 Learn More: https://refontelearning.com/




Location

Remote (Australia-based applicants preferred)




Take this exciting first step into the world of data analytics with Refonte AI. Apply now to gain experience, build skills, and join a global community of innovators!




Apply Today",Internship,4094908397,https://au.linkedin.com/jobs/view/data-analytics-internship-at-refonte-learning-4094908397?trk=public_jobs_topcard-title,Australia,15 hours ago,,,2024-12-10,,"Higher Education, Education, and Data Infrastructure and Analytics",Data Analytics Internship,"Education, Analyst, and Business Development"
130 applicants,EASY_APPLY,https://au.linkedin.com/jobs/view/data-scientist-data-analyst-at-fulcrum3d-4089266452?trk=public_jobs_topcard-title,,18248760,Fulcrum3D,https://au.linkedin.com/company/fulcrum3d?trk=public_jobs_topcard-org-name,Full-time,"Job description

Fulcrum3D is an innovative Australian technology company providing the renewable energy industry with wind and solar measurement, monitoring and forecasting technology. We are a growing company with excellent opportunities for career progression. With rapid growth in the global market, we are seeking a computer or data scientist to join our team to work on our cutting-edge technologies. We are flexible and the role can be tailored to a suit an enthusiastic graduate or those with deeper experience.

Our innovative products and high-quality services are focussed on further improving the viability of renewables and include:

 * Resource monitoring for better economic feasibility
 * Electrical power modelling and grid analysis for higher energy productivity
 * Time series forecasting
 * Data management and analytics




We have high market share in Australia and are now expanding globally with particular focus on East Asia, the Middle East, and the Americas




We are a team that embraces a culture of valuing everyone's ideas, regardless of how peculiar or unconventional they are. Inspirations come forth through a good number of such ideas being discovered and explored.

We thrive on fast implementation of concepts and tools. The innovative nature of our products means it is critical to deliver them not just reliably, but also swiftly.




The role requires excellent communication and collaboration skills and will interact with several products across all stages of product life-cycle from early stage development to client deliverable reporting, UI applications and fault detection. The role has potential for the right candidate to take ownership and push our industry leading technology further. This will include work on:

 * Short-term energy forecasting for wind and solar farms
 * Fulcrum3D CloudCAM cloud forecasting
 * Fulcrum3D Sodar remote sensing for wind power resource assessment
 * Fulcrum3D FlightDECK for secure data delivery, analysis and visualisation
 * Other products in our R&D development pipeline




This is an outcome driven role in a dynamic and agile environment with highly motivated people.




Qualifications:

 * Undergraduate degree in STEM fields is required, preferably in computer science, electrical engineering, software engineering, statistics, physics or mathematics
 * Postgraduate studies in relevant fields are an add-on but not essential




Essential skills – at least some of the following skills are required – the role will be tailored around the skills of the successful candidate:

 * Strong programming skills in Python
 * Strong command of data science toolkits
 * Technical proficiency in data interpretation and visualisation
 * Good familiarity with Linux
 * Knowledge in statistical modelling
 * Competency in C and some exposure to Octave/Matlab
 * Software development experience (e.g. via a GitHub profile)

 

Desirable attributes:

 * Knowledge in the Australian National Electricity Market (NEM)
 * Experience working with dynamic systems (controller design, simulation methods, etc.)
 * Experience with numerical methods of problem solving
 * Familiarity with the trends in neural network architectures




Industry:

 * Renewables & Environment",Entry level,4089266452,https://au.linkedin.com/jobs/view/data-scientist-data-analyst-at-fulcrum3d-4089266452?trk=public_jobs_topcard-title,"Artarmon, New South Wales, Australia",6 days ago,Jo Hume,https://au.linkedin.com/in/johume,2024-12-04,,Renewables & Environment,Data Scientist / Data Analyst,Engineering and Information Technology
46 applicants,EASY_APPLY,https://au.linkedin.com/jobs/view/senior-data-analyst-at-tmgm-4086347865?trk=public_jobs_topcard-title,,14694274,TMGM,https://au.linkedin.com/company/tmgmgroup?trk=public_jobs_topcard-org-name,Full-time,"We are seeking a highly analytical and detail-oriented Senior Marketing Data Analyst to join our team. The ideal candidate will play a key role in leveraging data to drive campaign strategies and marketing decisions, working closely with the Campaign Manager and Marketing team. This role is critical for identifying insights, campaign opportunities, and ensuring that data-led decisions are made across marketing initiatives.


Job Descriptions

 * Liaise with the Campaign manager to conduct deep analysis into customer data and behaviour to drive insight, identify key campaign opportunities, and support data-led decisions and prioritisation.
 * Work with Marketing team to conduct quarterly analytical reviews of marketing activities.
 * Manage the design and implementation of the marketing analytics framework in collaboration with other data analysts, Marketing, and Sales team
 * Prepare and maintain documentation of analytics and experimental research and prepare and present engaging presentations for a broad range of technical and non-technical stakeholders.
   
   
   
   

Requirements


 * Skills, knowledge and experience in data science, business analytics, behavioural sciences, or in a data-driven consumer organisation.
 * Demonstrated extensive skills in marketing analytics, ideally in a media organisation, with a deep understanding of customer-focused data analytics.
 * 5 years + demonstrated substantial experience with experimental design, analysis, and reporting in a relevant discipline ideally a marketing organisation where you have optimised marketing activities.
 * Significant experience performing analytics in a modern cloud environment (Redshift, Snowflake, Databricks etc). Highly advanced experience using SQL to access and model large datasets, and Python or any other advanced analytics software package to analyse and visualise data. Highly advanced ability to analyse complex data from a variety of sources, including SQL databases, web services, JSON, and CSV.
 * Extensive experience with Microsoft Office, including Excel, Powerpoint, Word, Teams, and Sharepoint. Experience in JIRA/Confluence also helpful
   
   
   
   
   
   

Benefits


 * Join a rapidly expanding international organization, allowing you to contribute to its growth and success.
 * Collaborate with influential senior stakeholders.
 * Hybrid work arrangement.
 * Thrive in a dynamic and high-energy work environment.",Associate,4086347865,https://au.linkedin.com/jobs/view/senior-data-analyst-at-tmgm-4086347865?trk=public_jobs_topcard-title,"Sydney, New South Wales, Australia",1 week ago,,,2024-12-01,,Financial Services,Senior Data Analyst,Information Technology
170 applicants,EASY_APPLY,https://au.linkedin.com/jobs/view/data-analytics-training-intern-at-refonte-learning-4087998788?trk=public_jobs_topcard-title,,102635657,Refonte Learning,https://www.linkedin.com/company/refonte-learning?trk=public_jobs_topcard-org-name,Internship,"Data Analytics Intern (Remote) - Australia




 Learn More: https://refontelearning.com/




About Refonte AI

Refonte AI is a global leader in technology and educational solutions, empowering talent through skill-building programs in data science, data analytics, digital marketing, UI/UX design, web development, and app development. Our mission is to drive innovation, equipping the next generation with hands-on experience and the expertise needed to excel in today’s data-driven world. Join us to be part of a company at the forefront of transforming insights into impact.

Position Overview: Data Analytics Intern

Refonte AI is seeking motivated individuals in Australia to join our Data Analytics Internship Program. This role offers an invaluable opportunity to develop data analysis skills, working on real-world projects alongside an international team. Our flexible, remote internship allows you to gain practical experience and advance from foundational to advanced data analytics capabilities while contributing to projects that make a real difference.




Key Projects You’ll Contribute To

 * Healthcare Data Visualization: Use Excel to analyze and visualize healthcare data, gaining practical data interpretation skills.
 * Stock Market Analysis: Analyze live stock data, identifying patterns and trends in company stock behavior.
 * Risk Analytics EDA: Apply exploratory data analysis (EDA) techniques to assess lending risks, an essential skill in financial services.
 * Bike-Sharing Data Analysis: Examine usage patterns in bike-sharing systems to drive service optimization.
 * Sports Data Insights: Analyze data from the Indian Premier League to generate insights on performance and trends.
 * Data Presentation: Communicate findings effectively by preparing reports and presentations for stakeholders.
 * Global Movie Launch Planning: Support RSVP Movies in planning a 2024 global movie release through data analytics.




Roles & Responsibilities

 * Collaborate with Refonte AI’s data science team to collect, clean, and analyze datasets, building foundational data processing and visualization skills.
 * Utilize machine learning and data mining methods to uncover insights from large data sets.
 * Conduct Exploratory Data Analysis (EDA) using Python, focusing on real-world applications in risk management.
 * Develop testing strategies and optimize model performance using tools like no-code databases.
 * Work closely with internal stakeholders to interpret business data, build hypotheses, and measure impact using techniques like T-tests.
 * Solve real-world challenges with data modeling, such as in bike-sharing systems, to provide actionable insights.
 * Create effective data visualizations with Tableau and other tools.
 * Prepare comprehensive reports and presentations to communicate data processes and insights clearly.




What You’ll Gain

 * Real-World Experience: Work on meaningful projects that provide insights and drive data-backed decisions.
 * Skills Development: Gain proficiency in industry-standard tools and techniques, building a strong foundation in data analytics.
 * Mentorship: Learn from experienced data professionals, gaining insights into the field of data analytics.
 * Global Exposure: Work with an international team, enhancing your cultural awareness and collaboration skills.
 * Career Growth: Build a competitive resume, and successful interns may be considered for full-time positions with Refonte AI.




Qualifications

 * Currently pursuing a degree in Data Science, Statistics, Mathematics, Computer Science, or a related field.
 * Familiarity with data tools and programming languages such as Python, SQL, Excel, and Tableau.
 * Strong analytical skills, with a passion for deriving insights from data.
 * Excellent communication skills, essential for conveying complex data findings to a variety of audiences.
 * Ability to work independently and collaboratively in a team, with a strong sense of responsibility.




Why Join Refonte AI?

 * Innovative Learning Environment: We foster growth by providing hands-on experience with real projects.
 * Skill Development for the Future: Gain expertise in high-demand data analytics skills, making you highly marketable.
 * Global Network: Connect with talented professionals and peers worldwide, expanding your career opportunities.
 * Flexible Remote Work: Enjoy the convenience of a remote role that fits with your academic and personal commitments.
 * Path to Career Advancement: Successful completion of the internship may lead to full-time opportunities at Refonte AI.




 Learn More: https://refontelearning.com/




Additional Information

This is an unpaid “Data Analytics Training & Internship” program. After applying, our team will reach out with more details about the application and onboarding process.




Location: Remote, Australia




Ready to kickstart your career in data analytics with Refonte AI? We look forward to welcoming you to our innovative team!",Internship,4087998788,https://au.linkedin.com/jobs/view/data-analytics-training-intern-at-refonte-learning-4087998788?trk=public_jobs_topcard-title,Australia,1 week ago,,,2024-11-29,,"IT Services and IT Consulting, Higher Education, and Education",Data Analytics Training & Intern,"Information Technology, Education, and Analyst"
143 applicants,EASY_APPLY,https://au.linkedin.com/jobs/view/data-scientist-at-modo-energy-4068401520?trk=public_jobs_topcard-title,,20119720,Modo Energy,https://uk.linkedin.com/company/modo-energy?trk=public_jobs_topcard-org-name,Full-time,"At Modo Energy, we're on a mission to build the information architecture for the energy transition - we want to be the only place to come to for information on the global journey to net zero. Take a look at our platform, where we provide open access to an array of content on the energy transition.

We're a dedicated and passionate team building a category-defining business, working on one of the world's most important priorities. We are looking for individuals who love product-building, want to work with pace at a mission-oriented startup, and will collaborate with us in shaping the culture of a rapidly growing team.

The role

As a Data Scientist at Modo Energy, you will join an established team that loves to use their knowledge and expertise to build novel, industry-leading models and analyses. We follow our core principles to produce tools used by organizations across the energy transition to finance, build, benchmark, and operate battery energy storage systems. This role sits within our data science team, building trustworthy revenue projections across multiple geographies.

For more info, here's our hiring video: Open here!

Responsibilities:


 * Sourcing, processing, analyzing, and interpreting large & complex datasets within our growing forecast offering.
 * Developing our power market and dispatch models to grow and enhance Modo's product offering. We use Python and the standard scientific computing stack (Numpy, Pandas, SciPy, ScikitLearn, etc.).
 * Working closely with our product and analytics functions to ensure the product we deliver aligns closely with user needs and provides value to the wider Modo team.
   
   

Qualifications:


 * 3 to 5 years experience using Python (or another programming language e.g. R, C++, Java) and with the scientific computing stack (Numpy, Pandas, SciPy, ScikitLearn, etc.).
 * Strong quantitative skills and a proven track record of solving complex technical problems using data analysis, machine learning, and optimization techniques.
 * Hands-on experience with cloud environments (e.g., AWS) for deploying data science models.
 * Proven experience with optimisation using linear programming with a preference for Python-based implementations.
 * Proven ability to produce data science models and insights that are directly delivered to external customers, with a track record of handling high-visibility, customer-facing outputs.
 * Previous experience in energy modeling, with a specific focus on the Australian power systems.
 * Excellent technical communication skills, with the ability to explain complex data science concepts to non-technical stakeholders.
 * A self-starter attitude, with an eagerness to dive headfirst into problems and pick things up quickly.
 * Nice to have:
    * A degree in a quantitative field such as mathematics, engineering, computer science, physics or a related discipline.
      

Important Details:


 * We work in a Hybrid Environment: You split your time between working from home and working in our Sydney office (Tuesday through Thursday).
   
   

Modo Energy is an equal-opportunity employer. Our employment decisions are made on the basis of qualifications, merit, and business need. We do not discriminate against age, national origin, physical or mental disability, race, religion, pregnancy, sexual orientation, gender identity, veteran status, or any other characteristic protected by federal, state, or local law. If you need assistance or a reasonable accommodation with an application or the interview process please contact us via email at careers@modo.energy.

What you can expect from Modo

We want to attract and retain the best talent at Modo, and we give our people the freedom and opportunity to develop themselves and flourish.

We are committed to building a diverse and inclusive team at Modo, as we believe a variety of backgrounds, skills and interests is what makes our company stronger. If you share our values and our enthusiasm for supporting the transition to greener energy systems, we encourage you to apply. We have a number of positions open which could be for a range of backgrounds and experience levels. Please get in touch if you are interested and you don't meet all the requirements, or if you exceed them!",Mid-Senior level,4068401520,https://au.linkedin.com/jobs/view/data-scientist-at-modo-energy-4068401520?trk=public_jobs_topcard-title,"Sydney, New South Wales, Australia",1 month ago,,,2024-11-04,,"Technology, Information and Internet",Data Scientist,Engineering and Information Technology
Over 200 applicants,EASY_APPLY,https://au.linkedin.com/jobs/view/business-intelligence-analyst-at-skl-technology-4074875288?trk=public_jobs_topcard-title,,82855893,SKL Technology,https://au.linkedin.com/company/skltechnology?trk=public_jobs_topcard-org-name,Contract,"Initial 12-month rolling daily-rate contract available for a Business Intelligence Analyst

Open to candidates based in Sydney, Melbourne, Brisbane & Tasmania

Australian Citizenship is required for this client




Our client is a large organisation in the health & insurance industry. They are looking to recruit a Business Intelligence Analyst for one of their data product teams.




Key Responsibilities include:

 * Data extraction, manipulation and analysis using SAS, SQL/Teradata, Python
 * Developing reports and dashboards to help understand business problems and work towards generating actionable insights
 * Work collaboratively with a range of stakeholder groups and be involved in requirements gathering and wireframing alongside business analysts and BI developers




About you:

 * 3-8 yrs experience as a Business Intelligence Analyst (or equivalent)
 * Strong experience with SAS, SQL/Teradata, SAS Viya highly desirable
 * Experience with SAS Visual Investigator for fraud projects is highly desirable
 * Reporting/visualisation experience with Salesforce CRM Analytics or SAS Visual Analytics
 * Strong communication skills and the ability to work in teams.




Our client provides a great learning culture and is investing heavily in new technology transformation programs.




Salary Guidance $700-900/day incl. super (some flex depending on experience)




For more information, please APPLY NOW, or contact Chris Gray on 0482 888 822 or chris@skltechnology.com.au",Mid-Senior level,4074875288,https://au.linkedin.com/jobs/view/business-intelligence-analyst-at-skl-technology-4074875288?trk=public_jobs_topcard-title,Greater Sydney Area,3 weeks ago,Chris Gray,https://au.linkedin.com/in/chrisgrayskl,2024-11-15,A$90.00/hr - A$120.00/hr,"Health and Human Services, Information Services, and Insurance",Business Intelligence Analyst,Information Technology
27 applicants,EXTERNAL,https://www.workforceaustralia.gov.au/individuals/jobs/details/2335886414,,69326792,Workforce Australia for Individuals,https://www.linkedin.com/company/workforceaustraliaforindividuals?trk=public_jobs_topcard-org-name,Full-time,"08th November,

Job Title: Data Analytics Intern

Location: Bella Vista, NSW

Salary: $24 - $28 per hour

About The Host Company: We are a leading training and consulting business located in Sydney, specializing in top-notch data analytics training and consulting services. Our team is dedicated to fostering a growth-oriented environment that helps aspiring professionals excel in their careers.

Position Overview: We are seeking a motivated Data Analytics Intern who is passionate about teaching and eager to embark on a rewarding career in data analytics. This internship is designed to provide hands-on experience in data analytics training, with the potential for a full-time role for the right candidate.

Key Responsibilities


 * Assist in the delivery of data analytics training sessions, focusing on Power BI and advanced Excel techniques.
 * Observe multiple training sessions to learn and master delivery techniques.
 * Support the development of training materials and resources.
 * Click here to view more detail / apply for Data Analyst/Consulting",Entry level,4086250589,https://au.linkedin.com/jobs/view/data-analyst-consulting-at-workforce-australia-for-individuals-4086250589?trk=public_jobs_topcard-title,"Sydney, New South Wales, Australia",1 week ago,,,2024-11-29,,Government Administration,Data Analyst/Consulting,Information Technology
Over 200 applicants,EASY_APPLY,https://au.linkedin.com/jobs/view/data-analyst-at-aquent-australia-4087332429?trk=public_jobs_topcard-title,,1314444,Aquent Australia,https://au.linkedin.com/company/aquentaustralia?trk=public_jobs_topcard-org-name,Contract,"* $545/day + Super
 * Financial Services - SaaS
 * Sydney – 12 months




Are you looking for a long-term contract?




This is a great opportunity for Data Analysts in Sydney who want to work for a global SaaS financial services business with well-known brands.




You’ll utilise your strong technical and communication skills to solve business problems and use AI to find leads to sell to and save customers. It’s a 12-month contract in Sydney with hybrid working with a chance of extension, the previous contractor is being converted to perm. $500-545/day + Super.




Requirements

 * Essential that you have strong technical skills to query (SQL, Python, Qlik/Tableau)
 * Advanced SQL (comfortable writing complex queries that combine data from various tables, e.g. CTEs, temporary tables).
 * You need to have experience working with sales teams and an understanding of the sales cycle
 * You need to be a self-starter with a high attention to detail, who can solve problems autonomously
 * Excellent written and verbal communication skills to present your work and talk through insights with non-technical people
 * It’s ideal if you have experience with Hadoop using Hive, Spark or Databricks
 * Experience applying machine learning techniques is a bonus
 * Experience in the accounting industry is advantageous




What’s in it for you

 * Long-term contract with the chance to extend
 * Global billion-dollar business
 * Hybrid working
 * Must have full working rights in Australia







If this sounds like you, apply now! Send your CV to jsutton@aquent.com




Get rewarded for referring the best Talent to us: aquent.com.au/rewards




When building teams for our clients, Aquent strives to promote and create an open, inclusive, and equal environment in which every employee can flourish. We encourage applications from diverse backgrounds as we value the importance of diversity and inclusivity within the professional networks we support and the communities we serve. Please let us know if we can provide additional support for your interview process.",Mid-Senior level,4087332429,https://au.linkedin.com/jobs/view/data-analyst-at-aquent-australia-4087332429?trk=public_jobs_topcard-title,"Sydney, New South Wales, Australia",1 week ago,Jimmy Sutton,https://au.linkedin.com/in/jimmy-sutton,2024-12-02,A$65.00/hr - A$71.00/hr,Accounting and Financial Services,Data Analyst,Analyst
159 applicants,EASY_APPLY,https://au.linkedin.com/jobs/view/senior-climate-data-analyst-climate-resilience-solutions-at-pexa-4015557905?trk=public_jobs_topcard-title,,1839652,PEXA,https://au.linkedin.com/company/pexa?trk=public_jobs_topcard-org-name,Full-time,"Hi, we’re PEXA

Every time a house is bought, sold or refinanced in Australia your lawyer, conveyancer and lender will most likely use a digital platform to settle your property, this is where we come in. PEXA’s world-first digital settlement platform has revolutionised the way we exchange property in Australia helping over 20,000 people a week safely settle their homes. And this is just the beginning. Our data and insights are helping organisations unlock the intel they need to drive change and possibilities.

Since starting our journey in 2010, we now employ a team of over 1,000 people working across multiple continents. We’re still growing, innovating and looking ahead, but behind our greatest achievements, there is a team of curious creators and big thinkers. That’s why, we’re looking for ambitious people like yourself to join the team.

About The Role

As a member of the Climate Resilience Solutions team, you will play a pivotal role in researching climate change at global, regional, and local levels. You'll collaborate closely with stakeholders to gather, analyse, and interpret data from various sources, including the atmosphere, oceans, and land. Your work will contribute to the development of climate data products, computer models, and analytical frameworks that support informed decision-making and drive climate resilience across industries.

Key Accountabilities


 * Conduct research on climate change impacts and adaptation strategies.
 * Collect, manage, and analyse geospatial data related to environmental risks and natural hazards.
 * Develop and maintain standards, policies, and quality assurance protocols for climate data products.
 * Build and validate computer models to simulate climate change scenarios and natural hazard events.
 * Conduct spatial analysis to identify potential impacts and hazards, and provide recommendations for risk mitigation strategies.
 * Stay informed about legislative and regulatory frameworks related to climate resilience and disclosures.
   
   

Skills And Experience


 * Experience with Python programming or other similar programming language.
 * Experience in developing models related to natural catastrophes and analysing climate-related risks.
 * Understanding of climate change concepts and risk assessment methodologies.
 * Experience working with climate data, geospatial data, and large-scale numerical models.
 * Proficiency in data management, quality assurance, and statistical analysis.
 * Relevant qualifications in environmental engineering, statistics, climate science, or related fields.
 * Excellent analytical skills and a track record of driving climate resilience outcomes.
   
   

A career at PEXA starts with you!

If you think you have the required skills, an appetite to learn and would be a great fit, we’d love to hear from you – even if you don’t tick all the boxes. At PEXA we support your growth and help you discover your full potential.

Why join us


 * Flexibility is in our DNA
 * Your holistic wellbeing is important to us. Enjoy meditation, yoga, boxing classes?and a wellness day each month to recharge!
 * We know that work is just one aspect of your life. That’s why we offer up to 12 weeks ‘workcation’ for you to extend personal travel time and work remotely
 * Take the opportunity to purchase up to four weeks additional annual leave per year
 * Learn from the best and upskill with PEXA Academy certifications and grow your career
   
   

Our commitment to our people and a better future

At PEXA we want you to embrace your best self each day, creating an environment where everyone can contribute and participate, so that every person can reach their full potential. We want our people to feel equally valued, supported and celebrated. With market-leading benefits that make a difference, we’re committed to supporting individuals, families and carers. Your culture, gender, sexual orientation, language and other attributes make you unique! We couldn't be prouder to have a team that reflects the richness of our wider community.

We’re a proud ‘Circle Back Initiative’ Employer and commit to responding to every applicant.

Stay Connected

A career at PEXA is exciting, challenging and rewarding, and we’re always on the lookout for talented individuals to join the team. You can learn more about life at PEXA on our website and social channels too.",Mid-Senior level,4015557905,https://au.linkedin.com/jobs/view/senior-climate-data-analyst-climate-resilience-solutions-at-pexa-4015557905?trk=public_jobs_topcard-title,"Sydney, New South Wales, Australia",1 week ago,Ashwanth Nicklesh,https://au.linkedin.com/in/ashwanthnicklesh,2024-11-29,,"Information Services, Financial Services, and IT Services and IT Consulting",Senior Climate Data Analyst - Climate Resilience Solutions,Information Technology
