applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,description,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType
Be among the first 25 applicants,EASY_APPLY,https://vn.linkedin.com/jobs/view/game-data-analyst-at-sipher-4095712491?trk=public_jobs_topcard-title,,75583121,SIPHER,https://vn.linkedin.com/company/playsipher?trk=public_jobs_topcard-org-name,Full-time,"Ather Labs was born to embrace technology to build compelling gaming and entertainment experiences.

 * We are a team with 150 members and growing.
 * We are young and full of energy.
 * We love gaming.
 * We love amazing stories told through gaming and movies.

Ather Labs’ first game is SIPHER a lore-heavy Action RPG with a PVE Co-op Dungeon and PVP Battle Arena mode, designed for both casual and competitive players. The game is easy to pick up but hard to master.

Our founding team is based in Ho Chi Minh, Vietnam. However, we are an international group with hybrid roles, consisting of members from various backgrounds, including Vietnam, the US, Europe, Singapore, the Philippines, Puerto Rico, Indonesia, and more.




 Responsibilities

Job Title: Data Analyst

Department: Data Team

Report To: Data Director

 * Collaborate with business stakeholders, data engineer team, and Product teams to implement and analyze data and then find insights and solutions and deliver them right to the client/business.
 * Build dashboard and design metrics for business and stakeholders. Constructing the dashboard to monitor business performance.
 * Involve business planning to identify opportunities for business growth (based on on-chain data and off-chain).
 * Collaborate with the product team to define events tracking and user journey at Ather Labs.
 * You can also choose to engage in engineering data platforms to build simple pipelines and simple processes to analyze data or find insights.




 Qualifications

 * 3+ years of hands-on experience in the blockchain and game industry
 * Experience data-intensive projects in the game and blockchain industry.
 * Ather Labs is looking for a candidate with 3+ years of experience in a Data Analyst role that should also have experience using the following:
 * Experience with at least two of the following technologies: Python, BigQuery, Data Studio, Metabase, Looker, Tableau. And a deep understanding of SQL and analytical data warehouses.
 * Experience with data blockchain, cryptocurrency, NFT, Metaverse and the game industry. Workflow management tools: Airflow, DBT
 * Experience with stream-processing events and events tracking in game industry
 * Project management and organizational skills
 * Experience supporting and working with cross-functional teams in a dynamic environment.
 * Experience with BI/data visualization tools
 * Familiarity with major methodology i.e. Kimball, Inmon, Data Vault (Data modeling skills is a plus)




 Working hours & Benefits 

 * Meals and parking allowance are covered by the company.
 * Full benefits and salary rank during probation.
 * Insurances as Vietnamese labor law and Premium health care & Accident insurance for employees and relatives.
 * Competitive salary, 13th-month salary, HOT bonus, Performance Bonus.
 * A half-year and End-of-year Bonus yearly depending on company performance.
 * Unique Growth & Performance evaluation every 6 months.
 * Recharge time, Sports, Buddy meals, Training allowances.
 * Culture of Remote working, Hybrid workplace, and Flexible working environment.
 * A fun & dynamic environment and freedom to be creative.
 * 5 working days/week: Mon – Fri with flexible working time.
 * Company trip, Team building twice a year & other community Tech activities.




We want to get to know you and would love for you to consider joining us. 

Please send your CV to hi@atherlabs.com or contact us on Telegram at @Sunny_AtherLabs",Entry level,4095712491,https://vn.linkedin.com/jobs/view/game-data-analyst-at-sipher-4095712491?trk=public_jobs_topcard-title,"Ho Chi Minh City, Vietnam",2 hours ago,Duong Tran,https://vn.linkedin.com/in/duong-tran-hr-learning,2024-12-10,,,Game Data Analyst,Entertainment Providers
Be among the first 25 applicants,EXTERNAL,https://tuyendung.pnj.com.vn/viec-lam/chuyen-vien-cao-cap-mo-hinh-hoa-giai-phap-cung-ung-data-analyst-.35aa8305.html,,640017,PNJ,https://vn.linkedin.com/company/pnj?trk=public_jobs_topcard-org-name,Full-time,"Phúc L?i


 * Máy tính xách tay
 * B?o hi?m
 * Du L?ch
 * Ph? c?p
 * Th??ng
 * Ch?m sóc s?c kh?e
 * ?ào t?o
 * T?ng l??ng
 * Ch? ?? ngh? phép
   
   

Mô t? công vi?c


 * Xây d?ng mô hình d? li?u (Tr?ng s?: 30%)
 * Thu th?p nhu c?u phân tích d? li?u c?a kh?i cung ?ng.
 * Phân tích, thi?t k? mô hình d? li?u d?a trên các yêu c?u.
 * ??m b?o h? th?ng ???c v?n hành ?n ??nh, s? li?u chính xác, nhanh chóng và k?p th?i.
 * Xây d?ng báo cáo dashboard (Tr?ng s?: 20%)
 * Xây d?ng mô hinh & dashboard cho t?t c? phòng ban kh?i cung ?ng và cung ?ng khu v?c
 * T? ch?c ??o t?o ??nh k?
 * Ho?t ??ng qu?n tr? (Tr?ng s?: 20%)
 * Th?ng nh?t bi?u m?u thi?t k? và xây d?ng dashboard cho cung ?ng khu v?c
 * Qu?n lý ti?n ?? (Tr?ng s?: 20%)
 * Th?c hi?n và theo dõi các ti?n ?? chi ti?t trong các quy trình th?c hi?n c?a BP Innovation
 * Th?c hi?n m?t s? nhi?m v? khác do c?p trên giao.
   
   

Yêu c?u công vi?c

TRÌNH ?? H?C V?N


 * B?ng c?p: ??i h?c - Chuyên ngành: H? th?ng thông tin qu?n lý.
 * Trình ?? ngo?i ng?: Ti?ng Anh c? b?n.
   
   

CÁC KINH NGHI?M LIÊN QUAN


 * S? n?m kinh nghi?m liên quan: 02
 * Các kinh nghi?m làm vi?c có liên quan ??n công vi?c hi?n t?i:
   
   

CÁC K? N?NG


 * K? n?ng công vi?c:
 * Thành t?o công c? phân tích và x? lý d? li?u: SQL, Google Bigquery, Google ML, Jupyter Notebooks, Python, R, Power BI, Tableau, Qlik sense.
 * K? n?ng x? lý, phân tích d? li?u t?t
 * Am hi?u quy trình v?n hành Supply chain, h? th?ng SAP, WMS, TMS là 1 l?i th?.
 * K? n?ng giao ti?p t?t.
 * T? duy h? th?ng, logic t?t
 * Qu?n lý d? án, ti?n ??
 * K? n?ng m?m: Giao ti?p, thuy?t trình.
   
   

CÁC YÊU C?U KHÁC


 * C?n th?n, t? m?
 * Có kh? n?ng s? d?ng Excel t?t
   
   

Job tags: Chuyên viên cao c?p – Mô hình hóa & Gi?i pháp cung ?ng Data Analyst data analyst business analyst project management Tanular modeling",Not Applicable,4089481375,https://vn.linkedin.com/jobs/view/chuy%C3%AAn-vi%C3%AAn-cao-c%E1%BA%A5p-%E2%80%93-m%C3%B4-h%C3%ACnh-h%C3%B3a-gi%E1%BA%A3i-ph%C3%A1p-cung-%E1%BB%A9ng-data-analyst-at-pnj-4089481375?trk=public_jobs_topcard-title,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",6 days ago,,,2024-12-04,,Retail Apparel and Fashion,Chuyên viên cao c?p – Mô hình hóa & Gi?i pháp cung ?ng (Data Analyst),Other
51 applicants,EASY_APPLY,https://vn.linkedin.com/jobs/view/senior-data-analyst-at-vinamilk-4080125706?trk=public_jobs_topcard-title,,914574,Vinamilk,https://vn.linkedin.com/company/vinamilk?trk=public_jobs_topcard-org-name,Full-time,"About us




Since 1976, VINAMILK has grown from a reconstructed facility in a war-ridden country to become world’s top 50 dairy company, with an unwavering commitment for health and wellness through nutrition. Our mission is to nurture the next generation. We will continue to set the standards for food quality, engage deeply with our customers, deliver personalized and sustainable solutions, and exercise greater corporate and social responsibility, all powered by R&D and technology disruption.




The Data Science & Analytics team within the Strategy & Innovation Office is searching for an experienced business intelligence engineer/data analyst to join our team. You will generate insights that will guide product (physical and tech) development and operational excellence and for our customers. Data analysis will the core of what we do, and your work will have a direct impact on decision making and strategy for our team. You will gather customer data, mine those data, generate insights, and make recommendations to help senior leaders make key business decisions.




1. Main Responsibilities




Define

• Interface with internal business teams to gather analytics & decision-making requirements

• Conduct deep dive analyses of business problems and data issues

• Analyze customer and product trends to determine drivers of growth and performance

• Work closely with stakeholders to translate business needs into analytical needs, including identifying critical metrics and KPIs, and deliver actionable insights to relevant decision-makers

• Own the definition, design, and requirements for team’s BI tools and reports




Design

• Design, implement and support a platform that can provide ad-hoc access to large data-sets

• Identify and investigate new data sources that can be used to build a holistic view for customer engagement. Partner with technology teams to define, extract, transform, and load data from many data sources using SQL and other tools

• Define and implement data acquisition and integration logic, selecting appropriate combination of methods and tools within defined technology stack to ensure optimal scalability and performance of the solution

• Develop and maintain databases by defining data schema, acquiring data from primary and secondary sources, and build scripts that will make our data evaluation process more flexible or scalable across data sets




Deliver

• Model data and metadata to support ad-hoc and pre-built reporting

• Own the design, implementation, and maintenance of ongoing metrics, reports, analyses, and dashboards, to drive key business decisions.

• Automate and simplify self-service or reporting pipelines, including improving ETL workflows, automatic alarming, prototyping data science models and performance tuning.

• Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting components from multiple data sources




Decide

• Participate in strategic and tactical planning discussions and provide data insights. Challenge business teams to think differently about how they digest and use the data insights to make informed decisions

• Proactively analyze data to answer key questions from stakeholders or out of self-initiated curiosity with an eye for what drives business performance, investigating and communicating areas for improvement in efficiency and productivity




2. Basic Qualifications

• Bachelor’s degree in Mathematics, Computer Science, Engineering, Economics, Statistics, or Business

• 6+ years of relevant work experience in data science, business analytics, business intelligence (BI)

• 3+ years of experience in data mining and dataset preparation using SQL

• 3+ years of experience in data visualization tools like Power BI or Tableau

• Experience in data modeling, ETL development, and data warehousing with Oracle, Redshift, Teradata, etc.

• Experience in Python and/or other data ingestion languages and tools

• Proven analytic skills, including mining, evaluation, analysis, and visualization

• Technical writing experience in relevant areas, including queries, reports, and presentations




3. Preferred Qualifications

• Prior experience with database and model design and segmentation techniques

• Strong programming experience with frameworks including XML, Javascript

• Practical experience in statistical analysis through the use of statistical packages including Excel, SPSS, and SAS




APPLICATION:

Should you be interested in this position, kindly send your profile and cover letter to email: sio1_hr@vinamilk.com.vn (Recruitment Team – HR Dept.)

----

Please note that only qualified profiles will receive a reply and be contacted for an interview due to the large of number of applications Vinamilk receives.

Thanks for your attention and application!",Mid-Senior level,4080125706,https://vn.linkedin.com/jobs/view/senior-data-analyst-at-vinamilk-4080125706?trk=public_jobs_topcard-title,"Ho Chi Minh City, Vietnam",2 weeks ago,Dong Vo,https://vn.linkedin.com/in/vothithanhdong,2024-11-22,,"Manufacturing, Dairy Product Manufacturing, and Food and Beverage Manufacturing",Senior Data Analyst,"Analyst, Information Technology, and Engineering"
Be among the first 25 applicants,EASY_APPLY,https://vn.linkedin.com/jobs/view/senior-expert-data-scientist-at-vpbank-4078348012?trk=public_jobs_topcard-title,,938339,VPBank,https://vn.linkedin.com/company/vpbank?trk=public_jobs_topcard-org-name,Full-time,"Our vision is to transform VPBank into a data-driven organization, propelling it toward becoming one of the top three banks in Vietnam and among the top 100 in Asia. The EDA Division, supported by a dynamic team of passionate and experienced professionals, is dedicated to unlocking the full potential of data to enhance customer experiences, accelerate business growth, improve operational efficiency, and mitigate risks. We aim to achieve this by building a next-generation enterprise data platform, advancing data governance, and promoting AI and machine learning.




The purpose of this position is to collaborate with Business Units and other departments within the EDA to analyze complex datasets, uncover customer behavior insights, and deliver actionable recommendations.




Key responsibilities:

 * Support the management of the Data Science department (with the potential to lead a small team) and guide the application of advanced analytics and data science techniques to uncover customer behaviors and solve real business problems.
 * Work directly with the head of Data Science department to give direction for advanced analytics, predictive modeling in the bank’s operations
 * Proactively propose, execute, and lead analytics projects to support business units
 * Apply data science and analytics techniques to get insights so as to help business to solve real business problems
 * Extract insights from customer behaviors using a variety of data mining techniques
 * Develop machine learning, deep learning models to assist business units in addressing various challenges, including customer churn, customer journey, recommendation engines, cross-selling products to existing customers, etc.
 * Coach & train team members
 * Automate analytics process




Who We're Looking For:

 * A Bachelor’s degree in Mathematics, Statistics, Engineering, Computer Science, or another quantitative discipline, or a related field
 * A minimum of 4-6 years of solid experience in advanced analytics and data science
 * Strong understanding and practical experience with analytical concepts and statistical techniques, including hypothesis development, complex data analysis, and drawing actionable conclusions
 * Knowledge of statistical and predictive modeling concepts, as well as familiarity with machine learning approaches, clustering, and classification techniques
 * Experience with cloud technologies and MLOps
 * Expertise in data mining and predictive modeling
 * Experience in business intelligence, including the ability to build analyses and reports using BI tools and data management practices
 * A problem-solving mindset with a commitment to self-directed learning
 * Leadership and management skills are a plus




What We Offer:

 * An attractive compensation package, including a competitive salary and bonuses based on performance (15-18 month package).
 * Holiday and New Year bonuses in accordance with banking policies.
 * Access to preferential loan options based on the bank’s policies.
 * Generous leave policy based on job rank, with 12-18 paid leave days per year.
 * Mandatory insurance in compliance with labor laws, along with VPBank care insurance tailored to employee rank and tenure.
 * Opportunities to participate in training courses aligned with the training framework for each position.
 * Working hours: Monday to Friday, with Saturday mornings off (two Saturday mornings per month).
 * A dynamic and friendly work environment offering numerous opportunities for training, learning, and professional development, along with engaging cultural activities such as sports events, talent showcases, and team-building activities.",Mid-Senior level,4078348012,https://vn.linkedin.com/jobs/view/senior-expert-data-scientist-at-vpbank-4078348012?trk=public_jobs_topcard-title,"Hanoi, Hanoi, Vietnam",2 weeks ago,Hue Nguyen,https://vn.linkedin.com/in/hue-nguyen-25b722252,2024-11-20,,Banking,"Senior/Expert, Data Scientist",Engineering and Information Technology
Be among the first 25 applicants,EASY_APPLY,https://vn.linkedin.com/jobs/view/data-scientist-at-hrone-4093196940?trk=public_jobs_topcard-title,,92530529,HROne,https://vn.linkedin.com/company/hronealwaysbetter?trk=public_jobs_topcard-org-name,Full-time,"BUSINESS INTRODUCTION:

BlueInfo (Vietnam Technology Development and Solution Investment Joint Stock Company) is a leading technology solution provider in Vietnam in the field of Fintech. The company’s products include: ViKYC, A.I Callbot, Lending Platform, Scoring, Leadgen.

Website: https://www.blueinfo.vn/

JOB DESCRIPTION:
 * Design and develop machine learning models to optimize model performance.
 * Monitor, evaluate, and optimize machine learning models, ensuring they are accurate, scalable, and aligned with business goals.
 * Conduct exploratory data analysis (EDA) to uncover trends and insights that drive business decisions
 * Work with big data technologies (e.g., Hadoop) to process and manipulate large datasets efficiently.

CANDIDATE REQUIREMENTS:
 * A Bachelor’s or Master’s degree in Computer Science, Data Science, or a related field, with 2-4 years of professional experience in Data Science.
 * Strong proficiency in Python and experience with ML libraries like scikit-learn, tree-based models, TensorFlow, or PyTorch
 * Experience with big data technologies, for distributed data processing and large-scale data manipulation, such as Hadoop, Spark
 * A solid understanding of statistical analysis, model evaluation metrics, and model optimization techniques
 * Practical knowledge of Apache Airflow for automating workflows and deploying machine learning models.
 * Good communication skills, creative thinking, problem-solving abilities, and a willingness to learn new technologies.
 * Proficient in reading and communication in English (equivalent to at least TOEIC 600 / IELTS 5.0).
 * Preferred: Experience working in the Banking, Financial Services, or Fintech domain

BENEFITS:
 * Salary: 20 – 35 million
 * Attractive welfare policy:
 * Benefits up to more than 30 million/year/employee
 * Open office, with gym, yoga, gaming and entertainment area.
 * Pantry with a diverse menu every day.
 * Annual travel and teambuilding
 * Working environment:
 * Young, dynamic, friendly but no less professional
 * Opportunity to develop, advance and assert yourself.

WORKING TIME AND LOCATION:

Working hours: from Monday to Friday

Location: 508 Truong Chinh, Khuong Thuong ward, Dong Da district, Hanoi city",Entry level,4093196940,https://vn.linkedin.com/jobs/view/data-scientist-at-hrone-4093196940?trk=public_jobs_topcard-title,"??ng ?a, Hanoi, Vietnam",3 days ago,,,2024-12-06,,Human Resources Services,Data Scientist,Engineering and Information Technology
Be among the first 25 applicants,EASY_APPLY,https://vn.linkedin.com/jobs/view/data-analyst-4095498706?trk=public_jobs_topcard-title,,,,,Full-time,"Responsibilities

 * Analyze data and thoroughly review computer-generated reports and outputs to identify and fix coding errors.
 * Collect data from various sources, including databases, APIs, and third-party sources, ensuring database and system maintenance.
 * Develop and maintain processes for creating accurate and timely reports.
 * Identify opportunities for process improvement.
 * Design scripts and tools to automate the extraction of large volumes of data from websites or other digital sources.
 * Detect, examine, and decode trends or patterns in complex datasets.
 * Develop dashboards, charts, and visual aids to support decision-making across departments.
 * Collaborate with management to align priorities regarding information and business needs.
 * Implement KPI rankings and incentives for employees.
 * Prepare and submit productivity/quality reports to the management team.
 * Perform other tasks as assigned by superiors.

Requirements

 * Bachelor’s degree or higher.
 * At least 6 months of experience in direct sales or telesales.
 * Familiarity with Call Centers, especially performance evaluation metrics for Customer Service, is an advantage.
 * Experience in data analysis or a similar role.
 * Proficiency in forecasting, task delegation, planning, and reporting.
 * Knowledge of Power BI.
 * Problem-solving skills, a growth mindset, and a strong sense of responsibility.

Benefits

 * Salary: 17.5 - 20M gross/month
 * Full participation in social insurance schemes as per legal regulations.
 * Benefits for personal events (e.g., weddings, illness) according to company policies.
 * Professional working environment.
 * Opportunities for team building and participation in cultural, artistic, sports, and teamwork activities.
 * Bonuses for holidays and festivals, 13th-month salary, and annual leave benefits.
 * Cash bonuses for all holidays throughout the year (e.g., September 2nd, April 30th, June 1st, Mid-Autumn Festival, October 20th, Lunar New Year, March 8th, transportation allowances for trips home, birthdays, etc.).
 * Dynamic and comfortable working environment with opportunities for open learning, exchange, and career advancement.

Location:

38 Huynh Lan Khanh, Ward 2, Tan Binh District, Ho Chi Minh City",Entry level,4095498706,https://vn.linkedin.com/jobs/view/data-analyst-4095498706?trk=public_jobs_topcard-title,"Ho Chi Minh City, Vietnam",2 hours ago,,,2024-12-10,,,Data Analyst,Information Technology
Be among the first 25 applicants,EASY_APPLY,https://vn.linkedin.com/jobs/view/senior-business-intelligence-at-truemoney-vietnam-4082130027?trk=public_jobs_topcard-title,,89929241,TrueMoney Vietnam,https://vn.linkedin.com/company/truemoneyvn-official?trk=public_jobs_topcard-org-name,Full-time,"ESSENTIAL DUTIES AND RESPONSIBILITIES:

 * Develop and implement dashboards and reports to support end-user business requirements
 * Build and maintain reports and dashboards
 * Gather requirements from stakeholders to build reports and dashboards
 * Perform ad-hoc analysis to analyze business cases and present it to stakeholders
 * Collaborate with the Data Management team to build and enhance data marts
 * Other tasks assigned by Line Manager and CMD.




JOB REQUIREMENTS:

Basic requirements:

 * Language: Good in English (Listening – Speaking – Reading – Writing)

Qualifications:

 * Bachelor’s degree in Economics, Mathematics, Statistics, or Computer Science (or equivalent experience)
 * 5+ years corporate experience
 * Intermediate knowledge in SQL
 * Good to have: Experience building data visualization dashboards (e.g. Tableau, Data Studio)
 * Good to have: Intermediate experience in data gathering from various sources and handling, cleaning, and processing of information to generate results
 * Curious in nature and driven to learn
 * Strong analytical, problem-solving, and collaboration skills
 * Attention to detail
 * Self-starter with a desire to learn and rapidly understand the business and its drivers




BENEFITS:

Compensation:

 * Salary increment and bonus based on OKRs mid-year and year-end review.
 * 13th-14th month salary in accordance with Company’s policies and regulations.
 * 12 days of leaves with full salary. Up to 10 days of sick leave
 * Meal, gasoline, and mobile phone allowance and personal health insurance package allowance
 * Annual summer vacation, Team-building activities monthly.
 * Holidays bonus
 * Learning and Development programs
 * And other benefits according to the Company’s compensation system.

Other information:

 * Office hours: Monday- Friday, from 8:30am-5:45pm.
 * Friendly, high-performance, dynamic and modern working environment in a leading Fintech company in Southeast Asia.
 * Working with the modern equipment needed to improve work efficiency.
 * Cooperating and working with many domestic and multinational partners.",Mid-Senior level,4082130027,https://vn.linkedin.com/jobs/view/senior-business-intelligence-at-truemoney-vietnam-4082130027?trk=public_jobs_topcard-title,"Hanoi, Hanoi, Vietnam",2 weeks ago,Do Phuong,https://vn.linkedin.com/in/do-phuong-824756169,2024-11-25,,Financial Services,Senior Business Intelligence,Business Development and Sales
65 applicants,EXTERNAL,https://careers.shopee.sg/job-detail/J00363487/1?channel=10001,,6451760,Shopee,https://sg.linkedin.com/company/shopee?trk=public_jobs_topcard-org-name,Full-time,"Job Description


 * Define, Track and Evaluate business metrics, democratize data by building and socializing decision tools (dashboard, reports)
 * Consult various of business stakeholders across Marketing Department (Livestream, Video, Affiliate) to track performance, conduct analysis, data models & provide data supports to help business owner make proper and informed decisions to drive overall business growth and efficiency
 * Lead the effort to communicate state of the business to stakeholders regularly with the purpose of enabling Shopee Vietnam team understand reasons behind the trends and provide insights to drive strategic decisions
 * Oversee overall functions business performance (users acquisition, retention & activeness; monetization performance, cost efficiency, growth opportunities...) to ensure KPIs achievement, take responsibilities in target settings and planning for the in-charged functions
 * Support various business functions with the development and maintenance various management reports
   
   

Requirements


 * At least 2 years of experience in Business Intelligence or Data Analytics role with proven business impacts
 * Strong analytical thinking, problems solving, able to break complex and ambiguous problems into small and addressable pieces
 * Experience working with cross-functional teams to gather requirements and define the right metrics to describe the state of the business - both on a macro-level and a micro-level
 * Can-do attitude, Details-oriented, able to work effectively under high pressure and tight timeline
 * Ability to learn quickly and adapt with high velocity of changes
 * Excellence written and verbal communication skills in English and Vietnamese
 * Hard-skills required for Data Analytics:
 * Strong experience in SQL
 * Good knowledge/foundation in Python
 * Good knowledge in statistics
 * Previous data analytics experience in ecommerce or marketing is a big plus",Mid-Senior level,4014545139,https://vn.linkedin.com/jobs/view/senior-business-intelligence-analyst-marketing-bi-planning-shopee-at-shopee-4014545139?trk=public_jobs_topcard-title,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 days ago,,,2024-12-08,,"Internet Marketplace Platforms and Technology, Information and Internet","Senior Business Intelligence Analyst (Marketing) - BI & Planning, Shopee","Strategy/Planning, Analyst, and Consulting"
62 applicants,EASY_APPLY,https://vn.linkedin.com/jobs/view/site-analysis-executive-at-highlands-coffee%C2%AE-4080734723?trk=public_jobs_topcard-title,,14555039,Highlands Coffee®,https://vn.linkedin.com/company/highlands-coffee?trk=public_jobs_topcard-org-name,Full-time,"Brief summary of job profile:

Responsible for studying and analysing relevant information & data to identify optimal market opportunities, trade areas, sites, & investments, ensuring that the team makes the right decision regarding location selection.




Key Accountabilities:




Market Research & Analysis

 * Conduct comprehensive research, gather data about markets, trade areas, sites, and investments to find out potential locations.
 * Conduct location analysis & provide proposals to support HOD/Team to make informed decisions regarding location selection.
 * Utilize various analytical tools and methodologies to assess and compare potential locations based on predetermined criteria.




Store Performance Review

 * Conduct NSO/ store performance analysis vs. the target on a yearly basis.
 * Analyze financial and operational data to assess NSO performance, identify areas for improvement, and provide recommendations for optimization




Data & Reporting

 * Complete market reports & potential trade areas of assigned areas.
 * Ensure accurate and timely reporting of site analysis results to support decision-making processes.
 * Update Store Analog Data.




Job Requirements:

 * Bachelor's degree in Management Information Systems/ Data Analysis/ Business Administration/ Finance or a related field.
 * From 1 to 2 years of experience in a similar role, preferably in the food & beverage/ retail industry.
 * Retail Real Estate
 * Market Research
 * Data Analyst
 * Finance Analyst




Skills (Ability to):

 * Logical thinking
 * Good analytical skills
 * Good Negotiation & Communications skills
 * Problem Solving, Organization
 * Good attention to detail.",Executive,4080734723,https://vn.linkedin.com/jobs/view/site-analysis-executive-at-highlands-coffee%C2%AE-4080734723?trk=public_jobs_topcard-title,"Ho Chi Minh City, Vietnam",2 weeks ago,,,2024-11-22,,"Data Infrastructure and Analytics, Climate Data and Analytics, and Food and Beverage Retail",Site Analysis Executive,Information Technology and Analyst
36 applicants,EXTERNAL,https://grnh.se/33b5e8577us,,1732084,Aperia,https://www.linkedin.com/company/aperia-solutions-inc.?trk=public_jobs_topcard-org-name,Full-time,"Summary

Join Aperia Solutions, a leader in SaaS solutions for the Payments and Compliance industries. Aperia is a Texas-based fintech and managed consultancy firm that creates custom SaaS applications and other software-based solutions for the payments, banking, and processing industry. Founded in 1999, Aperia offers business intelligence, risk management, compliance, and customer intelligence platforms. With offices in Dallas, Washington DC, and Vietnam, Aperia is a fast-paced, global organization that strives to improve efficiency in compliance, risk, and customer service operations. Aperia's clients include banks, processors, payment facilitators, merchant service providers, independent sales organizations, and government entities. A career at Aperia promises a great challenge, culture, and opportunities to forge your own path.

Job Description

At Aperia, we rely on a dynamic team of developers. We're seeking a Data Engineer (Talend) who possesses strong experience using Talend and is ready to work with new technologies and architectures in a forward-thinking organization that's always pushing boundaries.

Core Responsibilities

Key Responsibilities:


 * Design, develop, test, and deploy new ETL pipelines or enhancements to existing pipelines using Talend.
 * Perform application software development, which includes new development, maintenance and support of applications and provide production support
 * Translate functional requirements into technical designs
 * Perform end to end automation of ETL process for various datasets that are being ingested into the big data platform
 * Develop and integrate software applications using suitable development methodologies and standards, applying standard architectural patterns, considering critical performance characteristics and security measures
 * Resolve customer complaints with data and respond to suggestions for improvements and enhancements
 * Recommend strategies for technical aspects of projects as well as broad system improvements
 * Ensures adherence to established standards and may consult with senior managers on technology solutions.
   
   

Experience


 * 5+ years of related IT experience
 * 1+ years development experience with Talend Data Integration module
 * 1+ years of Experience with Talend Administration Center, Data Quality, API Designer and Services.
 * 1+ years of experience with Hadoop, Hive, HDFS and Oracle RDBMS
 * Experience with database schema, object management, data modeling & architecture, and data warehouse design
 * Strong knowledge of Java programming and PL- SQL
 * Experience with API integration (REST)
 * Working knowledge of Unix/Linux and Shell script
 * Working knowledge of source-code control using a tool such as GitLab
 * Experience with CI/CD and DevOps development using secure coding practices
 * Performance tuning is a plus
 * Knowledge in emerging cloud technologies related to Big Data is a plus
 * Previous experience in Finance/Banking industry is a plus
 * Performs additional job duties as required
   
   

Schedule: Monday to Friday

Location: Remote in Vietnam

Benefits


 * Health insurance
 * Dental insurance
 * Paid time off
 * Parental leave
 * Childcare assistance
   
   

This job description is not intended to be all-inclusive. An employee may also perform other reasonable related business duties as assigned by their immediate supervisor or management. Principals only.

Recruiters please don't contact this job poster. DO NOT contact us with unsolicited services or offers.",Entry level,4068143099,https://vn.linkedin.com/jobs/view/data-engineer-talend-remote-at-aperia-4068143099?trk=public_jobs_topcard-title,Ho Chi Minh City Metropolitan Area,1 month ago,,,2024-11-04,,"Technology, Information and Internet",Data Engineer (Talend) - Remote,Information Technology
